Order Date,Product Name,Category,Region,Quantity,Sales,Profit
9/26/2023,Monitor,Accessories,North,7,4165,263.26
2/19/2024,Laptop,Electronics,East,3,3021,763.99
4/29/2024,Keyboard,Accessories,North,2,310,70.66
5/15/2024,Headphones,Accessories,South,2,2170,522
10/22/2024,Tablet,Electronics,West,3,2832,317.76
7/31/2022,Smartwatch,Electronics,West,5,3945,392.09
9/10/2022,Tablet,Electronics,South,4,2104,308
8/24/2022,Monitor,Accessories,South,2,2060,517.64
6/23/2024,Printer,Office,North,4,1060,155.78
1/13/2023,Smartwatch,Electronics,South,6,810,108.61
9/23/2022,Laptop,Electronics,West,3,873,57.42
2/8/2022,Tablet,Electronics,West,5,595,121.11
12/18/2022,Laptop,Electronics,West,2,1562,119.56
1/25/2022,Smartwatch,Electronics,East,9,5337,1575.99
12/9/2022,Printer,Office,North,2,212,13.4
6/14/2023,Printer,Office,East,8,2704,705.74
5/31/2024,Laptop,Electronics,North,5,3225,523.32
8/7/2023,Monitor,Accessories,North,2,1342,184.59
7/13/2022,Mouse,Accessories,South,7,3395,1012.78
12/1/2024,Smartwatch,Electronics,East,4,3968,480.72
4/12/2024,Smartphone,Electronics,West,5,4555,776.65
2/26/2022,Tablet,Electronics,West,2,2132,365.44
3/31/2022,Mouse,Accessories,West,6,6516,842.83
8/17/2023,Smartwatch,Electronics,North,2,2040,481.15
9/23/2024,Mouse,Accessories,East,6,6126,428.38
9/11/2022,Smartwatch,Electronics,West,8,520,30.58
1/1/2023,Camera,Electronics,South,5,4470,526.96
7/12/2024,Smartwatch,Electronics,West,8,5504,1196.78
1/11/2022,Headphones,Accessories,West,4,3036,511.69
10/5/2024,Smartwatch,Electronics,East,5,2725,308.29
9/16/2024,Printer,Office,North,8,4080,336.96
5/23/2024,Keyboard,Accessories,North,8,3080,776.6
6/8/2023,Smartwatch,Electronics,North,5,1525,413.75
7/16/2022,Monitor,Accessories,South,4,1332,342.85
7/24/2023,Smartphone,Electronics,South,7,4669,803.21
3/12/2022,Smartwatch,Electronics,West,6,5310,1099.84
1/12/2023,Camera,Electronics,East,8,9392,2651.84
11/3/2022,Monitor,Accessories,South,5,1350,198.19
3/14/2024,Monitor,Accessories,North,4,3648,768.61
7/27/2023,Printer,Office,North,2,300,47.59
8/14/2022,Smartphone,Electronics,North,3,3408,727.26
11/17/2024,Keyboard,Accessories,South,9,4302,475.96
5/13/2024,Keyboard,Accessories,South,5,4575,771.24
10/21/2022,Laptop,Electronics,East,8,9304,1855.7
4/15/2024,Monitor,Accessories,East,4,1928,232.48
1/17/2023,Printer,Office,East,2,1042,86.24
11/28/2023,Tablet,Electronics,East,3,2214,507.7
5/3/2024,Keyboard,Accessories,South,4,3024,678.26
8/11/2023,Camera,Electronics,East,2,1104,173.01
7/26/2022,Mouse,Accessories,East,8,6056,1631.71
2/7/2023,Mouse,Accessories,South,5,5295,1375.98
1/19/2022,Smartphone,Electronics,North,4,3668,839.4
6/30/2023,Printer,Office,South,9,4293,295.47
8/19/2022,Mouse,Accessories,North,7,5789,950.45
8/27/2023,Smartwatch,Electronics,North,6,4440,800.92
3/10/2022,Printer,Office,South,5,5515,330.02
10/12/2024,Camera,Electronics,North,4,784,192.77
6/15/2024,Laptop,Electronics,East,4,576,156.59
9/9/2024,Smartwatch,Electronics,West,5,705,198.62
9/24/2023,Keyboard,Accessories,North,6,4458,1215.3
8/25/2022,Smartphone,Electronics,East,6,6780,811.92
10/1/2023,Smartwatch,Electronics,North,5,3970,642.7
1/8/2023,Monitor,Accessories,North,7,5131,368.11
10/2/2022,Laptop,Electronics,East,7,1750,90.21
2/11/2022,Tablet,Electronics,East,7,8337,753.35
9/15/2022,Keyboard,Accessories,East,9,9810,549.46
1/28/2024,Keyboard,Accessories,East,3,2658,794.36
7/23/2022,Printer,Office,West,1,473,43.65
1/14/2022,Tablet,Electronics,North,9,2205,410.01
6/13/2023,Smartphone,Electronics,South,9,6948,1409.3
9/9/2022,Tablet,Electronics,North,3,774,212.02
12/26/2023,Tablet,Electronics,North,3,2532,343.13
11/16/2024,Laptop,Electronics,West,7,6587,1173.91
4/1/2024,Smartphone,Electronics,East,7,7266,806.79
11/27/2024,Smartphone,Electronics,East,7,6867,502.06
7/1/2023,Camera,Electronics,South,9,4887,396.36
2/13/2023,Mouse,Accessories,West,4,864,251.99
11/9/2023,Smartphone,Electronics,East,6,5190,1215.07
5/20/2022,Keyboard,Accessories,South,8,2128,294.45
6/26/2024,Mouse,Accessories,East,2,1718,218.82
5/2/2022,Smartphone,Electronics,North,2,1270,229.39
5/18/2023,Keyboard,Accessories,East,7,2569,130.19
2/14/2022,Printer,Office,South,2,1518,262.65
11/22/2022,Headphones,Accessories,South,2,1210,268.37
3/15/2022,Mouse,Accessories,East,2,1128,94.13
8/23/2023,Headphones,Accessories,North,1,1077,77.97
12/18/2023,Keyboard,Accessories,East,6,2244,517.47
9/16/2022,Mouse,Accessories,West,8,1608,464.18
12/15/2024,Camera,Electronics,West,5,3685,476.2
4/25/2024,Camera,Electronics,North,8,4080,1079.49
2/9/2024,Monitor,Accessories,North,1,404,84.4
4/19/2023,Keyboard,Accessories,South,2,1738,163.38
1/31/2023,Printer,Office,West,3,828,210.33
11/24/2023,Mouse,Accessories,North,4,4344,461.72
10/2/2023,Tablet,Electronics,North,1,1130,268.88
4/18/2024,Headphones,Accessories,North,3,1698,304.91
6/27/2023,Tablet,Electronics,East,4,844,136.02
2/20/2023,Printer,Office,West,2,2286,218.18
12/12/2023,Camera,Electronics,East,2,1026,170.31
10/4/2023,Laptop,Electronics,West,6,6984,1433.65
2/18/2022,Monitor,Accessories,West,4,1672,432.35
1/8/2023,Laptop,Electronics,North,6,1092,63.98
4/1/2024,Headphones,Accessories,South,2,272,24.71
11/12/2023,Headphones,Accessories,West,2,1126,204.99
10/22/2023,Mouse,Accessories,West,7,8155,2177.38
3/29/2023,Smartwatch,Electronics,East,7,4298,358.38
12/17/2022,Smartphone,Electronics,East,5,1365,310.66
11/28/2024,Camera,Electronics,West,6,4116,381.35
4/7/2022,Headphones,Accessories,South,8,904,181.45
12/5/2024,Smartwatch,Electronics,South,1,70,10.64
9/3/2023,Keyboard,Accessories,East,2,344,72.87
8/19/2023,Printer,Office,East,1,330,78.52
8/17/2024,Headphones,Accessories,South,2,518,34.22
8/18/2022,Mouse,Accessories,North,9,2763,458.4
3/26/2022,Smartwatch,Electronics,North,2,2298,343.53
10/2/2024,Monitor,Accessories,South,1,436,73.89
9/28/2022,Mouse,Accessories,East,6,1824,213.47
5/12/2024,Laptop,Electronics,North,5,1540,411.83
3/14/2023,Tablet,Electronics,East,7,5572,385.82
9/21/2023,Monitor,Accessories,East,6,3030,335.71
5/2/2024,Monitor,Accessories,West,5,1245,345.84
1/31/2022,Tablet,Electronics,South,4,1252,326.69
6/4/2024,Camera,Electronics,North,9,4959,479.28
2/16/2023,Monitor,Accessories,West,7,8162,443.81
5/26/2023,Monitor,Accessories,East,5,1370,253.92
12/28/2023,Tablet,Electronics,North,3,3111,607.23
10/10/2022,Mouse,Accessories,South,7,7805,1078.03
4/21/2024,Smartphone,Electronics,South,9,10314,2729.6
9/29/2023,Keyboard,Accessories,South,9,10782,2730.14
10/22/2024,Monitor,Accessories,West,5,4375,987.96
7/31/2023,Monitor,Accessories,North,5,2265,595.05
4/15/2022,Laptop,Electronics,East,1,166,9.69
4/24/2024,Headphones,Accessories,North,7,7217,1481.7
1/16/2022,Tablet,Electronics,East,3,1767,186.54
12/6/2023,Laptop,Electronics,East,3,2883,557.81
9/4/2024,Smartwatch,Electronics,South,3,1338,396.08
8/24/2024,Printer,Office,East,9,9459,604.06
6/10/2022,Printer,Office,North,3,168,45.31
10/3/2022,Smartphone,Electronics,South,9,4536,479.78
2/25/2022,Mouse,Accessories,East,4,4404,793.7
8/18/2023,Monitor,Accessories,North,4,1952,148.67
12/23/2022,Mouse,Accessories,North,3,2004,467.76
6/30/2022,Keyboard,Accessories,South,4,468,131.48
11/10/2024,Smartphone,Electronics,West,9,8667,1597.49
2/24/2024,Printer,Office,West,7,6097,567.32
4/11/2022,Headphones,Accessories,South,9,4752,1415.65
5/10/2023,Keyboard,Accessories,East,1,1172,124.9
5/20/2022,Keyboard,Accessories,North,2,1608,170.29
5/21/2023,Printer,Office,South,7,7595,969.07
7/17/2024,Smartwatch,Electronics,West,1,1142,306.84
11/18/2024,Keyboard,Accessories,North,2,116,13.67
6/6/2022,Smartphone,Electronics,East,9,3951,908.13
12/21/2023,Keyboard,Accessories,East,2,1606,138.96
11/16/2022,Headphones,Accessories,South,3,2025,403
7/24/2023,Smartwatch,Electronics,West,2,2006,235.52
6/5/2024,Camera,Electronics,South,9,9423,652.06
8/24/2022,Laptop,Electronics,North,4,2276,399.94
8/22/2022,Monitor,Accessories,West,5,4880,664.06
11/18/2024,Laptop,Electronics,East,3,1773,183.15
1/21/2023,Smartwatch,Electronics,South,9,2718,195.97
11/7/2022,Headphones,Accessories,East,4,3168,939.45
1/31/2022,Camera,Electronics,West,2,1716,368.06
2/7/2024,Smartphone,Electronics,West,2,214,14.08
6/4/2024,Camera,Electronics,East,2,2092,366.12
3/21/2024,Headphones,Accessories,West,3,225,46.96
3/26/2023,Smartwatch,Electronics,East,1,859,217.67
4/10/2022,Printer,Office,West,2,2070,183.41
6/10/2024,Keyboard,Accessories,South,6,3240,758.19
10/8/2022,Tablet,Electronics,East,2,1748,506.52
7/6/2023,Mouse,Accessories,West,8,2080,108.48
6/18/2022,Smartwatch,Electronics,North,3,2193,521.14
6/8/2023,Headphones,Accessories,West,5,2080,614.77
5/13/2022,Mouse,Accessories,South,5,5070,986.39
3/8/2024,Laptop,Electronics,South,7,469,47.4
10/8/2023,Printer,Office,South,1,802,153.55
12/31/2024,Smartphone,Electronics,West,6,930,213.6
3/11/2022,Smartwatch,Electronics,South,1,495,55.17
8/1/2024,Monitor,Accessories,East,6,4938,847.89
8/21/2022,Tablet,Electronics,South,2,1300,267.46
12/11/2024,Mouse,Accessories,South,7,2100,131.67
3/13/2024,Camera,Electronics,South,2,2248,636.52
12/5/2023,Headphones,Accessories,North,8,7096,991.23
5/13/2022,Headphones,Accessories,East,3,1992,252.21
1/29/2022,Camera,Electronics,South,4,4056,1189.26
12/22/2022,Camera,Electronics,East,2,1986,208.88
4/7/2024,Printer,Office,East,3,1635,196.73
3/5/2022,Smartwatch,Electronics,East,9,3132,443.27
5/21/2023,Smartphone,Electronics,South,8,7064,1554.52
3/16/2024,Camera,Electronics,East,1,907,249.2
1/14/2023,Mouse,Accessories,South,9,7938,1191.41
11/11/2023,Printer,Office,South,4,4360,1207.46
8/19/2024,Keyboard,Accessories,West,3,375,95.04
9/24/2022,Monitor,Accessories,North,7,826,101.01
11/4/2023,Headphones,Accessories,East,1,1011,186.42
9/9/2023,Mouse,Accessories,East,3,807,148.58
12/17/2024,Headphones,Accessories,North,2,1840,367.7
2/7/2022,Keyboard,Accessories,West,5,4550,1039.34
1/7/2024,Smartphone,Electronics,North,9,8793,901.7
7/9/2024,Headphones,Accessories,North,5,310,32.01
11/28/2023,Headphones,Accessories,East,3,1143,275.04
3/10/2022,Monitor,Accessories,West,3,2610,740.21
7/31/2022,Tablet,Electronics,West,6,1494,269.25
7/5/2023,Smartphone,Electronics,North,4,1524,189.32
11/21/2023,Tablet,Electronics,North,9,9441,2171.42
6/18/2022,Smartphone,Electronics,South,4,3520,417.26
3/29/2023,Tablet,Electronics,West,2,390,103.99
1/27/2024,Printer,Office,South,3,3219,255.09
9/29/2024,Laptop,Electronics,North,1,450,75.89
8/12/2023,Smartwatch,Electronics,South,4,828,216.98
1/17/2022,Printer,Office,East,1,1146,152.79
7/9/2024,Monitor,Accessories,West,3,1986,361.33
3/21/2023,Smartwatch,Electronics,North,8,7264,1776.83
6/8/2023,Laptop,Electronics,East,7,7469,915.63
3/19/2024,Laptop,Electronics,South,5,1385,165.55
3/13/2023,Tablet,Electronics,North,4,4556,315.07
2/8/2024,Monitor,Accessories,North,3,456,61.42
11/15/2024,Monitor,Accessories,North,2,1984,125.13
9/17/2024,Smartwatch,Electronics,North,6,5178,1321.58
5/11/2023,Smartwatch,Electronics,West,1,281,30.51
11/26/2024,Monitor,Accessories,South,9,3033,177.92
3/27/2022,Camera,Electronics,East,3,1107,65.88
4/10/2022,Mouse,Accessories,South,3,1446,356.7
7/27/2024,Printer,Office,North,3,1335,263.04
1/23/2023,Mouse,Accessories,South,2,266,20.11
4/22/2024,Smartphone,Electronics,West,6,648,162.3
3/15/2023,Tablet,Electronics,South,2,344,80.87
5/25/2024,Smartphone,Electronics,West,6,5724,1640.19
3/16/2022,Headphones,Accessories,East,5,4920,323.38
1/7/2023,Camera,Electronics,West,5,5440,457.04
4/25/2024,Smartphone,Electronics,West,7,7994,908.65
10/23/2023,Camera,Electronics,South,9,3780,724.36
5/27/2023,Smartphone,Electronics,North,1,1017,209.97
1/31/2023,Smartphone,Electronics,West,6,1578,82.85
10/9/2023,Smartphone,Electronics,South,2,912,161.37
4/29/2024,Laptop,Electronics,West,6,2520,182.59
12/6/2024,Mouse,Accessories,East,8,2632,262.55
7/10/2023,Monitor,Accessories,West,6,6582,729.68
1/16/2024,Camera,Electronics,East,8,3432,172.69
9/10/2023,Keyboard,Accessories,South,2,1030,254.65
10/13/2022,Mouse,Accessories,West,8,1192,289.91
7/24/2024,Printer,Office,West,9,7083,994.47
2/22/2022,Printer,Office,South,7,3675,227.14
10/30/2023,Monitor,Accessories,North,4,4740,833.27
4/14/2024,Headphones,Accessories,East,4,1716,364.96
2/7/2023,Printer,Office,South,7,3528,260.06
6/22/2022,Camera,Electronics,South,3,777,71.72
4/29/2022,Camera,Electronics,East,4,3368,558.93
10/11/2022,Tablet,Electronics,North,4,4240,251.46
4/15/2022,Laptop,Electronics,South,3,3285,292.87
1/14/2023,Smartphone,Electronics,South,6,4872,612.73
8/24/2022,Smartphone,Electronics,East,9,2466,638.41
10/26/2024,Tablet,Electronics,West,5,2465,497.19
5/15/2023,Tablet,Electronics,North,3,612,40.15
10/25/2022,Tablet,Electronics,South,5,4170,658.98
3/13/2023,Camera,Electronics,South,8,1088,160.33
7/30/2024,Keyboard,Accessories,West,2,1626,354.49
11/6/2023,Smartphone,Electronics,North,6,6486,359.49
12/14/2022,Monitor,Accessories,West,8,6968,1226.22
1/3/2024,Smartphone,Electronics,North,1,357,82.86
2/17/2024,Laptop,Electronics,South,1,454,58.4
4/4/2024,Tablet,Electronics,East,3,3582,501.47
6/25/2024,Tablet,Electronics,West,9,3762,484.75
10/31/2024,Smartwatch,Electronics,South,9,6642,394.48
9/25/2024,Monitor,Accessories,West,4,408,45.2
3/8/2024,Tablet,Electronics,West,1,105,25.26
5/4/2024,Tablet,Electronics,West,3,2682,584.69
7/11/2022,Keyboard,Accessories,East,7,497,76.31
8/19/2022,Printer,Office,South,7,4823,420.58
10/1/2024,Smartwatch,Electronics,North,8,4048,666.1
10/19/2023,Printer,Office,South,7,2758,459.02
12/23/2022,Smartphone,Electronics,North,8,4096,266.35
10/11/2024,Printer,Office,North,8,7264,1318
4/9/2022,Mouse,Accessories,East,6,4302,957.38
3/3/2022,Printer,Office,North,7,3297,583.86
1/27/2023,Printer,Office,North,5,5960,1139.78
1/22/2024,Keyboard,Accessories,West,1,386,114.9
1/20/2022,Printer,Office,West,1,684,170.36
6/15/2022,Laptop,Electronics,South,3,1275,168.64
5/18/2023,Mouse,Accessories,North,9,5949,368.51
2/6/2023,Camera,Electronics,East,7,5159,755.22
7/1/2022,Monitor,Accessories,North,4,1100,127.13
1/26/2024,Mouse,Accessories,South,2,290,50.23
8/5/2023,Smartwatch,Electronics,East,8,7144,492.1
8/9/2022,Keyboard,Accessories,West,5,4200,330.48
2/8/2022,Monitor,Accessories,North,6,5022,291.89
12/13/2024,Smartphone,Electronics,West,2,2354,371.34
10/10/2024,Smartphone,Electronics,South,2,2032,149.7
10/15/2024,Printer,Office,South,8,9528,1942.35
5/25/2024,Keyboard,Accessories,South,2,2372,275.88
2/14/2022,Laptop,Electronics,West,3,2703,609.75
5/4/2023,Laptop,Electronics,South,4,1264,267.82
5/21/2024,Smartphone,Electronics,South,4,1624,333.74
5/14/2023,Mouse,Accessories,West,8,2976,507.77
7/2/2024,Headphones,Accessories,West,6,4998,863.82
4/18/2024,Printer,Office,South,1,445,29.57
10/20/2022,Printer,Office,West,1,98,28.57
8/22/2022,Tablet,Electronics,North,7,4102,354.03
1/11/2022,Printer,Office,North,1,1016,171.31
8/18/2023,Headphones,Accessories,South,4,1960,234.88
9/15/2024,Mouse,Accessories,West,7,2751,675.95
7/15/2022,Smartphone,Electronics,East,7,4032,742.98
7/28/2024,Smartphone,Electronics,West,7,5978,1791.25
12/16/2023,Headphones,Accessories,West,7,8050,2129.97
5/24/2024,Monitor,Accessories,East,7,4648,1240.98
6/14/2022,Smartphone,Electronics,North,3,1119,108.68
6/14/2023,Printer,Office,South,9,2178,382.67
12/11/2024,Laptop,Electronics,East,1,918,180.31
2/5/2023,Smartphone,Electronics,East,9,6903,837.35
8/21/2023,Keyboard,Accessories,North,5,4855,534.23
12/18/2023,Camera,Electronics,South,2,2158,483.94
4/13/2023,Mouse,Accessories,North,7,4550,1077.8
9/24/2023,Tablet,Electronics,West,4,3592,249.54
12/19/2022,Tablet,Electronics,South,8,3488,943.25
5/21/2022,Monitor,Accessories,North,2,1214,163.8
9/21/2024,Mouse,Accessories,West,9,7200,1469.23
3/24/2023,Laptop,Electronics,East,8,1808,339.31
12/29/2022,Camera,Electronics,West,9,7083,560.88
6/5/2024,Monitor,Accessories,East,4,1060,260.21
11/17/2022,Smartwatch,Electronics,South,9,7182,461.61
5/7/2024,Smartphone,Electronics,West,6,5532,552.74
8/23/2024,Headphones,Accessories,South,8,1800,326.03
12/17/2023,Headphones,Accessories,South,1,351,32.61
11/10/2022,Smartwatch,Electronics,West,2,1200,191.43
12/1/2023,Tablet,Electronics,South,9,1593,322.46
12/15/2024,Monitor,Accessories,East,3,2580,448.02
3/12/2022,Keyboard,Accessories,East,6,6780,1794.97
3/25/2022,Smartphone,Electronics,South,2,1298,204.08
12/24/2024,Smartwatch,Electronics,South,7,4585,383.97
4/16/2023,Tablet,Electronics,North,1,516,70.53
5/14/2024,Tablet,Electronics,West,4,1780,420.28
11/7/2022,Keyboard,Accessories,North,5,365,94.05
2/26/2023,Tablet,Electronics,South,8,3896,735.66
4/28/2024,Laptop,Electronics,South,1,636,169.24
7/27/2024,Monitor,Accessories,East,7,637,87.86
9/26/2023,Keyboard,Accessories,South,3,1302,180.82
8/24/2024,Smartphone,Electronics,West,1,719,40.42
8/8/2023,Camera,Electronics,West,6,5106,1341.93
7/11/2023,Mouse,Accessories,West,3,1215,129.8
5/23/2024,Camera,Electronics,East,9,1791,187.28
9/30/2023,Printer,Office,East,9,6255,452.46
5/2/2023,Printer,Office,East,5,4165,1012.37
12/31/2023,Monitor,Accessories,South,5,5990,1192.11
12/1/2023,Tablet,Electronics,South,1,847,142.74
2/4/2024,Camera,Electronics,East,8,688,131.26
6/24/2023,Tablet,Electronics,East,2,1188,286.38
8/20/2023,Camera,Electronics,North,7,3101,926.09
12/30/2024,Headphones,Accessories,West,9,8703,1562.88
10/29/2024,Printer,Office,West,9,9324,2416.93
9/20/2024,Laptop,Electronics,North,1,749,68.17
11/17/2024,Smartwatch,Electronics,West,4,3224,871.53
10/1/2023,Monitor,Accessories,South,3,459,40.96
12/24/2024,Smartwatch,Electronics,East,7,5726,976.14
4/20/2022,Keyboard,Accessories,West,4,616,175.75
12/24/2024,Laptop,Electronics,North,2,1584,406.25
6/24/2023,Laptop,Electronics,East,5,3205,368.41
9/18/2024,Printer,Office,East,1,958,186.76
12/18/2023,Laptop,Electronics,East,9,5139,1315.93
11/9/2024,Smartphone,Electronics,West,5,3795,239.15
3/3/2024,Camera,Electronics,East,2,810,229.33
5/11/2024,Camera,Electronics,South,6,5106,1500.2
6/30/2024,Monitor,Accessories,West,2,798,79.25
2/22/2022,Laptop,Electronics,West,5,3165,895.33
9/21/2023,Tablet,Electronics,East,5,5935,875.84
6/27/2022,Keyboard,Accessories,South,4,3352,663.15
1/29/2024,Smartphone,Electronics,West,9,8343,821
5/25/2022,Monitor,Accessories,East,4,2604,411.38
10/28/2023,Headphones,Accessories,West,1,526,108.88
11/12/2023,Monitor,Accessories,West,9,5220,1324.01
11/12/2023,Printer,Office,North,9,1737,152.98
10/24/2022,Mouse,Accessories,West,6,3186,841.04
1/13/2023,Smartphone,Electronics,West,6,7014,1202.25
1/17/2023,Mouse,Accessories,South,9,3411,444.87
1/20/2022,Monitor,Accessories,East,1,513,87.58
7/5/2022,Smartphone,Electronics,West,1,1104,277.85
8/11/2022,Smartphone,Electronics,East,9,2718,271.51
5/14/2023,Headphones,Accessories,North,6,1662,416.3
12/16/2023,Mouse,Accessories,West,5,1700,360.59
12/6/2024,Tablet,Electronics,South,4,2932,597.65
10/13/2023,Mouse,Accessories,North,4,3604,971.14
3/26/2024,Camera,Electronics,West,4,4596,553.58
4/5/2024,Smartwatch,Electronics,East,6,930,68.24
6/24/2023,Tablet,Electronics,North,3,2790,470.93
5/22/2022,Smartphone,Electronics,North,6,4596,1162.75
10/15/2023,Keyboard,Accessories,South,1,962,260.28
10/23/2024,Smartphone,Electronics,North,1,92,14.88
9/29/2024,Keyboard,Accessories,North,5,1130,254.99
4/29/2024,Headphones,Accessories,East,6,6024,1706.41
1/16/2024,Printer,Office,South,1,879,135
6/6/2022,Monitor,Accessories,East,8,2384,444.98
12/25/2024,Camera,Electronics,South,4,4644,277.26
4/4/2024,Keyboard,Accessories,East,1,607,79.78
9/29/2022,Mouse,Accessories,South,7,770,129.11
11/6/2022,Keyboard,Accessories,South,1,711,158.89
8/2/2023,Keyboard,Accessories,South,2,1088,235.83
3/5/2024,Laptop,Electronics,East,7,4704,513.14
12/15/2022,Laptop,Electronics,East,5,660,90.86
11/25/2022,Headphones,Accessories,South,5,4680,516.26
10/6/2022,Camera,Electronics,East,7,6797,665.29
12/11/2024,Mouse,Accessories,North,9,558,38.86
9/13/2023,Monitor,Accessories,East,4,4496,1115.75
5/28/2022,Keyboard,Accessories,South,1,713,62.78
8/17/2022,Camera,Electronics,East,2,1310,212.43
10/31/2024,Keyboard,Accessories,West,9,2853,564.05
11/20/2023,Camera,Electronics,South,2,2324,516.06
4/16/2024,Laptop,Electronics,North,1,330,53.42
9/22/2023,Camera,Electronics,South,3,588,100.52
5/7/2024,Smartphone,Electronics,East,1,63,11.91
3/15/2022,Tablet,Electronics,East,7,847,147.71
6/28/2024,Printer,Office,East,1,1037,56.89
1/6/2024,Mouse,Accessories,North,1,373,72.17
12/20/2023,Laptop,Electronics,North,1,1176,157.47
1/11/2022,Smartphone,Electronics,East,3,2139,422.52
12/11/2024,Monitor,Accessories,West,9,4140,301.12
1/13/2024,Laptop,Electronics,North,1,1038,63.23
7/28/2024,Monitor,Accessories,East,8,2024,203.11
4/15/2022,Smartwatch,Electronics,South,6,6624,1136.09
9/23/2023,Smartwatch,Electronics,East,7,5019,1154.79
4/15/2024,Smartphone,Electronics,East,5,750,207.77
3/23/2023,Camera,Electronics,North,7,6461,1455.36
11/4/2023,Tablet,Electronics,West,6,2946,208.01
5/24/2024,Monitor,Accessories,South,1,618,81.04
3/27/2022,Printer,Office,South,2,1774,322.49
5/11/2022,Camera,Electronics,East,9,8586,700.37
2/13/2024,Laptop,Electronics,South,5,2000,232.41
2/16/2023,Mouse,Accessories,East,1,849,205.88
8/13/2023,Mouse,Accessories,East,6,3186,374.63
5/15/2024,Monitor,Accessories,South,4,2536,495.13
5/9/2024,Smartwatch,Electronics,South,2,1306,228.41
5/2/2022,Tablet,Electronics,East,3,2508,631.85
7/13/2024,Tablet,Electronics,North,8,1048,107.56
11/19/2022,Keyboard,Accessories,East,4,1516,256.96
3/4/2024,Smartphone,Electronics,West,9,10458,1835.21
5/20/2024,Headphones,Accessories,East,9,2754,259.16
9/28/2022,Printer,Office,West,4,3432,364.27
12/25/2022,Monitor,Accessories,South,2,1234,257.89
7/30/2022,Monitor,Accessories,East,1,847,146.25
10/23/2022,Keyboard,Accessories,South,7,7672,896.11
4/4/2024,Monitor,Accessories,North,9,7596,1454.15
11/2/2024,Keyboard,Accessories,East,7,7252,1357.27
12/5/2024,Smartwatch,Electronics,West,6,732,136.59
6/27/2023,Smartphone,Electronics,West,1,173,20.96
3/18/2023,Camera,Electronics,North,3,2805,749.5
9/18/2023,Smartphone,Electronics,West,8,7048,391.96
8/16/2024,Mouse,Accessories,East,6,4698,1020.11
1/17/2024,Smartwatch,Electronics,South,1,565,148.79
6/17/2023,Monitor,Accessories,North,1,672,198.75
7/24/2022,Camera,Electronics,South,6,2604,566.34
5/31/2024,Tablet,Electronics,West,6,5124,501.5
8/14/2022,Smartwatch,Electronics,West,5,2455,714.35
3/1/2022,Printer,Office,North,2,1796,225.15
1/25/2022,Laptop,Electronics,South,1,288,61.85
7/23/2023,Laptop,Electronics,North,5,2160,553.41
3/10/2022,Tablet,Electronics,West,1,105,27.36
5/5/2023,Monitor,Accessories,South,9,7578,1596.64
3/10/2023,Headphones,Accessories,South,1,365,50.1
4/23/2024,Camera,Electronics,West,8,3752,537.98
8/21/2024,Keyboard,Accessories,North,2,1384,316.21
2/21/2023,Smartphone,Electronics,West,5,475,76.22
1/9/2023,Printer,Office,West,4,1116,242.31
8/24/2023,Smartphone,Electronics,West,1,137,39.35
1/12/2022,Headphones,Accessories,South,6,738,158.96
10/9/2023,Camera,Electronics,West,3,1821,543.01
4/22/2022,Keyboard,Accessories,West,7,3654,670.16
7/14/2024,Keyboard,Accessories,East,6,2592,404.89
4/25/2022,Camera,Electronics,East,6,996,225.75
7/10/2024,Mouse,Accessories,North,1,693,62.75
10/24/2023,Keyboard,Accessories,East,3,513,48.23
5/17/2024,Smartwatch,Electronics,East,8,5736,937.62
4/6/2023,Mouse,Accessories,East,2,1458,208.93
12/3/2022,Smartphone,Electronics,East,8,5496,1104.93
1/7/2022,Tablet,Electronics,North,3,3183,358.87
7/27/2023,Headphones,Accessories,East,6,3990,975.5
2/5/2024,Smartphone,Electronics,West,2,582,76.45
5/3/2022,Printer,Office,South,5,3340,845.53
8/30/2023,Monitor,Accessories,West,1,890,59.1
9/22/2024,Printer,Office,East,6,4890,689.01
10/19/2023,Keyboard,Accessories,East,3,2625,349.61
9/14/2022,Smartwatch,Electronics,North,4,1440,200.09
12/26/2024,Headphones,Accessories,North,5,505,93.85
1/28/2022,Laptop,Electronics,North,8,8192,1822.87
8/9/2023,Keyboard,Accessories,East,3,1920,144.3
10/18/2022,Smartwatch,Electronics,West,8,8768,1065.8
10/12/2022,Mouse,Accessories,North,1,1140,117.05
1/23/2023,Laptop,Electronics,North,4,952,264.61
5/2/2024,Smartphone,Electronics,North,1,225,51.07
8/1/2022,Printer,Office,South,4,1304,336.95
6/25/2023,Camera,Electronics,East,3,1029,206.83
2/29/2024,Printer,Office,South,3,3402,442.67
5/24/2022,Laptop,Electronics,North,9,8460,1201.94
3/7/2024,Monitor,Accessories,North,1,104,26.86
12/18/2023,Monitor,Accessories,West,9,10665,1595.08
8/12/2023,Smartwatch,Electronics,East,8,984,183.07
9/18/2024,Smartphone,Electronics,North,4,2064,359.3
3/8/2022,Laptop,Electronics,North,2,594,172.47
10/25/2023,Printer,Office,South,8,6016,898.33
8/22/2024,Smartphone,Electronics,North,8,2864,195.16
7/17/2024,Tablet,Electronics,North,4,724,186.95
2/11/2024,Mouse,Accessories,East,6,4098,1174.46
6/12/2023,Monitor,Accessories,North,1,338,32.61
3/9/2024,Printer,Office,West,8,9280,1596.88
4/16/2022,Smartwatch,Electronics,East,1,890,57.04
